BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
0;0;5,4744;4,969039E-06;0
